version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-S938U,1775341521162,2026-04-04_22-25-21,America/New_York,android,1.56.0,a570d35c-40bd-4c5c-ab65-30ecb1ee1996,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,false,36
