name,lift,week,set,time,seconds_elapsed_Accelerometer,y_Accelerometer,y_Accelerometer_smooth_medium,y_Accelerometer_smooth_light,velocity_y
John,bench,1,1,2026-03-28 00:04:48.541860+00:00,19.00786010742188,-0.9532628059387208,-0.0732848393289666,-0.0071468353271484,0.0
John,bench,1,1,2026-03-28 00:04:48.551860+00:00,19.01785986328125,-1.0011849403381348,-0.0811970906379895,-0.0573770659310477,-0.0003256377839728
John,bench,1,1,2026-03-28 00:04:48.561860+00:00,19.02786010742188,-0.0094432830810546,-0.0624819874763488,-0.1280096371968587,-0.0012556202317255
John,bench,1,1,2026-03-28 00:04:48.571860+00:00,19.03785986328125,0.9777870178222656,-0.0330604343879513,-0.1192958652973175,-0.0024951437096705
John,bench,1,1,2026-03-28 00:04:48.581860+00:00,19.04786010742188,0.6164817810058594,-0.0114877223968505,-0.0871462260975557,-0.003530405668996
John,bench,1,1,2026-03-28 00:04:48.591860+00:00,19.05785986328125,-0.0678720474243164,-0.0225770528926405,-0.1004301971859402,-0.0044712910420354
John,bench,1,1,2026-03-28 00:04:48.601860+00:00,19.067860107421875,-0.2743425369262695,-0.0455229065634987,-0.1300139929118909,-0.0056265664248186
John,bench,1,1,2026-03-28 00:04:48.611860+00:00,19.07785986328125,-0.4655389785766601,-0.0306009080674913,-0.1154378652572631,-0.0068568219074143
John,bench,1,1,2026-03-28 00:04:48.621860+00:00,19.087860107421875,0.0138139724731445,0.0107189054074494,-0.0669296582539876,-0.0077717080885309
John,bench,1,1,2026-03-28 00:04:48.631860+00:00,19.09785986328125,0.2494955062866211,0.0351182044820582,-0.0675564895976673,-0.008447148565158
John,bench,1,1,2026-03-28 00:04:48.641860+00:00,19.107860107421875,0.0547733306884765,0.0359654426574706,-0.1078600261522376,-0.0093272788589562
John,bench,1,1,2026-03-28 00:04:48.651860+00:00,19.11785986328125,0.1873741149902343,0.029796113773268,-0.140013575553894,-0.0105696427636138
John,bench,1,1,2026-03-28 00:04:48.661860+00:00,19.12786010742188,0.579010009765625,0.0342259216308593,-0.1538933944702148,-0.0120422397929508
John,bench,1,1,2026-03-28 00:04:48.671860+00:00,19.13785986328125,-0.7103700637817383,0.0432720371321135,-0.1319690132141113,-0.0134745430901929
John,bench,1,1,2026-03-28 00:04:48.681860+00:00,19.14786010742188,-1.116865634918213,0.0482503817631648,-0.0689255905151367,-0.0144820669340067
John,bench,1,1,2026-03-28 00:04:48.691860+00:00,19.15785986328125,0.0114107131958007,0.0645095357355081,-0.0151506423950195,-0.01490546398948
John,bench,1,1,2026-03-28 00:04:48.701860+00:00,19.16786010742188,0.4272480010986328,0.081497139400906,-0.0460960006713867,-0.015214730983109
John,bench,1,1,2026-03-28 00:04:48.711860+00:00,19.17785986328125,-0.3262577056884765,0.0829451300881125,-0.1027890968322753,-0.0159621644503113
John,bench,1,1,2026-03-28 00:04:48.721860+00:00,19.18786010742188,-0.6625223159790039,0.0750915833881923,-0.1296465492248535,-0.0171273973559895
John,bench,1,1,2026-03-28 00:04:48.731860+00:00,19.19785986328125,0.161508560180664,0.0734137484901829,-0.1269272804260253,-0.0184132613383303
John,bench,1,1,2026-03-28 00:04:48.741860+00:00,19.20786010742188,0.9032344818115234,0.0879640908076845,-0.07739107131958,-0.0194379043401639
John,bench,1,1,2026-03-28 00:04:48.751860+00:00,19.21785986328125,-0.0807199478149414,0.1059457649618892,-0.0486660957336425,-0.0200712009417269
John,bench,1,1,2026-03-28 00:04:48.761860+00:00,19.22786010742188,-0.9945378303527832,0.1020295937856038,-0.0708965492248535,-0.0206720550634688
John,bench,1,1,2026-03-28 00:04:48.771860+00:00,19.23785986328125,-0.8795452117919922,0.0923370298792104,-0.0766959953308105,-0.0214130259237138
John,bench,1,1,2026-03-28 00:04:48.781860+00:00,19.247860107421875,-0.487009048461914,0.0948463716814594,-0.0739114189147949,-0.0221691076815357
John,bench,1,1,2026-03-28 00:04:48.791860+00:00,19.25785986328125,-0.4051532745361328,0.0953619820731026,-0.1076766014099121,-0.0230800517707878
John,bench,1,1,2026-03-28 00:04:48.801860+00:00,19.267860107421875,0.5749006271362305,0.0985682308673858,-0.0945363044738769,-0.0240941672862991
John,bench,1,1,2026-03-28 00:04:48.811860+00:00,19.27785986328125,1.334930419921875,0.1030539292555588,-0.0231653976440429,-0.02468568758314
John,bench,1,1,2026-03-28 00:04:48.821860+00:00,19.287860107421874,0.2041530609130859,0.1006209778063225,0.0221302413940429,-0.0246938897926518
John,bench,1,1,2026-03-28 00:04:48.831860+00:00,19.29785986328125,-0.8008456230163574,0.0965399386277839,0.0399600601196289,-0.0243864720186007
John,bench,1,1,2026-03-28 00:04:48.841860+00:00,19.30786010742188,-0.7393083572387695,0.0895755711723776,0.0334772109985351,-0.0240223030003989
John,bench,1,1,2026-03-28 00:04:48.851860+00:00,19.31785986328125,-0.2063608169555664,0.0834218315456224,0.0186903190612792,-0.0237644978723416
John,bench,1,1,2026-03-28 00:04:48.861860+00:00,19.32786010742188,0.7728662490844727,0.0844612121582031,0.0372686576843261,-0.0234877224595835
John,bench,1,1,2026-03-28 00:04:48.871860+00:00,19.33785986328125,0.731938362121582,0.0882644787640638,0.0759436988830566,-0.0229247006507495
John,bench,1,1,2026-03-28 00:04:48.881860+00:00,19.34786010742188,-0.3062658309936523,0.0934262408150566,0.1254719352722167,-0.0219206241950031
John,bench,1,1,2026-03-28 00:04:48.891860+00:00,19.35785986328125,-0.0902128219604492,0.093087954063938,0.1682848739624023,-0.0204549021619513
John,bench,1,1,2026-03-28 00:04:48.901860+00:00,19.36786010742188,0.256988525390625,0.0834882001619081,0.1928134155273437,-0.0186523929370203
John,bench,1,1,2026-03-28 00:04:48.911860+00:00,19.37785986328125,-0.2651195526123047,0.0758413251241048,0.2223452377319335,-0.0165796765034059
John,bench,1,1,2026-03-28 00:04:48.921860+00:00,19.38786010742188,-0.3818626403808594,0.0928510538736979,0.2583744812011718,-0.0141790455290333
John,bench,1,1,2026-03-28 00:04:48.931860+00:00,19.39785986328125,0.6674070358276367,0.109743849436442,0.2474642944335937,-0.0116529395528925
John,bench,1,1,2026-03-28 00:04:48.941860+00:00,19.407860107421875,1.1438016891479492,0.1121581713358561,0.2304664993286133,-0.0092662535448203
John,bench,1,1,2026-03-28 00:04:48.951860+00:00,19.41785986328125,0.8729934692382812,0.1057651201883951,0.2615739822387695,-0.0068091373546534
John,bench,1,1,2026-03-28 00:04:48.961860+00:00,19.427860107421875,-0.4883289337158203,0.100647538503011,0.3000532722473144,-0.0040039588261087
John,bench,1,1,2026-03-28 00:04:48.971860+00:00,19.43785986328125,-1.0321946144104004,0.0998596254984537,0.3153514671325683,-0.0009300364059928
John,bench,1,1,2026-03-28 00:04:48.981860+00:00,19.447860107421874,0.6259670257568359,0.1028417905171712,0.3227840995788574,0.0022576930230721
John,bench,1,1,2026-03-28 00:04:48.991860+00:00,19.45785986328125,1.8701105117797847,0.1140018145243326,0.3285627937316894,0.0055113218253714
John,bench,1,1,2026-03-28 00:04:49.001860+00:00,19.46786010742188,1.1574859619140625,0.1184635225931803,0.3452405738830566,0.0088773946129349
John,bench,1,1,2026-03-28 00:04:49.011860+00:00,19.47785986328125,0.0757856369018554,0.114680258433024,0.3523302268981934,0.0123621373100184
John,bench,1,1,2026-03-28 00:04:49.021860+00:00,19.48786010742188,-0.266331672668457,0.1175242932637532,0.3363700675964355,0.0158026965504539
John,bench,1,1,2026-03-28 00:04:49.031860+00:00,19.49785986328125,0.251286506652832,0.1192225201924641,0.3360071754455566,0.0191614745342267
John,bench,1,1,2026-03-28 00:04:49.041860+00:00,19.50786010742188,0.4955778121948242,0.1157784461975097,0.351705150604248,0.0225970938118364
John,bench,1,1,2026-03-28 00:04:49.051860+00:00,19.51785986328125,0.3021459579467773,0.1227691332499186,0.3790021324157714,0.0262475148751329
John,bench,1,1,2026-03-28 00:04:49.061860+00:00,19.52786010742188,0.9099855422973632,0.1385043462117513,0.3679113960266113,0.029979147391415
John,bench,1,1,2026-03-28 00:04:49.071860+00:00,19.53785986328125,0.9818401336669922,0.1438290659586588,0.3198584938049316,0.0334148867301503
John,bench,1,1,2026-03-28 00:04:49.081860+00:00,19.54786010742188,0.1611366271972656,0.1353269322713216,0.2780264091491699,0.0364013579270197
John,bench,1,1,2026-03-28 00:04:49.091860+00:00,19.55785986328125,-0.3568534851074219,0.1321316401163737,0.282478084564209,0.0392007858204922
John,bench,1,1,2026-03-28 00:04:49.101860+00:00,19.567860107421875,-0.0205450057983398,0.1351578648885091,0.3103645706176758,0.0421620451629896
