time,seconds_elapsed,z,y,x
1774656626147328000,0.064327880859375,0.014966187067329884,-0.005345067009329796,-0.028405211865901947
1774656626164117000,0.081116943359375,-0.003359756199643016,-0.00045814859913662076,-0.04001164436340332
1774656626180906200,0.09790625,-0.003970621153712273,0.0001527161948615685,-0.018631376326084137
1774656626197695700,0.11469580078125,-0.010079269297420979,0.0001527161948615685,-0.008857538923621178
1774656626214485000,0.131485107421875,-0.013133592903614044,0.0032070400193333626,-0.022296564653515816
1774656626231274200,0.148274169921875,-0.003359756199643016,0.0007635809597559273,-0.01740964688360691
1774656626248063500,0.1650634765625,-0.006414080038666725,-0.00045814859913662076,-0.025350889191031456
1774656626264853000,0.18185302734375,0.000305432389723137,-0.002290742937475443,-0.014966187067329884
1774656626281642200,0.198642333984375,-0.0015271619195118546,-0.00045814859913662076,-0.02107483521103859
1774656626298431500,0.215431396484375,0.000305432389723137,-0.002290742937475443,-0.007024944759905338
1774656626315221000,0.232220947265625,-0.003359756199643016,-0.0010690133785828948,0.006414080038666725
1774656626332010200,0.24901025390625,0.004581485874950886,-0.003512472379952669,0.006414080038666725
1774656626348799500,0.265799560546875,0.010690134018659592,-0.005955931730568409,0.005192350596189499
1774656626365588700,0.282588623046875,0.0027488914784044027,-0.003512472379952669,0.003970621153712273
1774656626382378200,0.299378173828125,0.008246674202382565,-0.004123337101191282,0.008246674202382565
1774656626399167500,0.31616748046875,0.0021380267571657896,-0.004123337101191282,0.01802051067352295
1774656626415956700,0.332956787109375,0.004581485874950886,-0.005345067009329796,0.016187917441129684
1774656626432746200,0.349746337890625,0.006414080038666725,-0.003512472379952669,0.008246674202382565
1774656626449535500,0.366535400390625,0.007635809946805239,-0.002901607658714056,0.02718348242342472
1774656626466324700,0.38332470703125,0.005192350596189499,0.0007635809597559273,0.02412915788590908
1774656626483114000,0.400114013671875,0.008246674202382565,-0.0010690133785828948,0.0204639695584774
1774656626499903500,0.416903564453125,0.0027488914784044027,-0.0010690133785828948,0.021685699000954628
1774656626516692700,0.433692626953125,-0.007635809946805239,0.0013744457392022014,0.010690134018659592
1774656626533482000,0.45048193359375,0.008857538923621178,-0.0010690133785828948,0.019242240116000175
1774656626550271200,0.467271240234375,-0.0021380267571657896,0.0013744457392022014,0.01802051067352295
1774656626567060700,0.484060791015625,0.006414080038666725,-0.001679878099821508,0.028405211865901947
1774656626583850000,0.50085009765625,0.0027488914784044027,0.0013744457392022014,0.013133592903614044
1774656626600639200,0.51763916015625,-0.007635809946805239,0.0019853105768561363,0.02718348242342472
1774656626617428700,0.5344287109375,0.008857538923621178,0.0001527161948615685,0.0009162971982732415
1774656626634218000,0.551218017578125,-0.006414080038666725,0.0013744457392022014,0.01802051067352295
1774656626651007200,0.56800732421875,-0.004581485874950886,0.0025961752980947495,0.0009162971982732415
1774656626667796500,0.58479638671875,0.004581485874950886,-0.003512472379952669,0.010079269297420979
1774656626684586000,0.6015859375,-0.010079269297420979,-0.00045814859913662076,0.0015271619195118546
1774656626701375200,0.618375244140625,0.005192350596189499,-0.001679878099821508,0.006414080038666725
1774656626718164500,0.63516455078125,-0.007635809946805239,0.0032070400193333626,0.0021380267571657896
1774656626734954000,0.6519541015625,-0.0015271619195118546,0.0007635809597559273,0.021685699000954628
1774656626751743200,0.6687431640625,0.0027488914784044027,-0.00045814859913662076,-0.003970621153712273
1774656626768532500,0.685532470703125,-0.0015271619195118546,-0.0010690133785828948,0.00946840364485979
1774656626785321700,0.70232177734375,0.003359756199643016,0.0001527161948615685,0.0027488914784044027
1774656626802111200,0.719111328125,0.0009162971982732415,0.0001527161948615685,0.013133592903614044
1774656626818900500,0.735900390625,-0.004581485874950886,0.0007635809597559273,0.02412915788590908
1774656626835689700,0.752689697265625,0.0027488914784044027,0.0001527161948615685,0.010079269297420979
1774656626852479200,0.769479248046875,0.0009162971982732415,-0.00045814859913662076,0.022296564653515816
1774656626869268500,0.7862685546875,-0.0021380267571657896,0.0013744457392022014,0.01802051067352295
1774656626886057700,0.8030576171875,0.005803215317428112,-0.002290742937475443,0.04428769648075104
1774656626902847000,0.819846923828125,-0.0027488914784044027,0.0025961752980947495,0.0204639695584774
1774656626919636500,0.836636474609375,0.007024944759905338,-0.003512472379952669,0.028405211865901947
1774656626936425700,0.85342578125,0.0027488914784044027,0.0013744457392022014,0.032681263983249664
1774656626953215000,0.870215087890625,-0.012522728182375431,0.0038179049734026194,0.02718348242342472
1774656626970004200,0.887004150390625,0.016187917441129684,-0.001679878099821508,0.02107483521103859
1774656626986793700,0.903793701171875,-0.005192350596189499,0.0007635809597559273,0.035124726593494415
1774656627003583000,0.9205830078125,0.010690134018659592,-0.0010690133785828948,0.029626941308379173
1774656627020372200,0.937372314453125,0.003359756199643016,0.0007635809597559273,0.02779434807598591
1774656627037161500,0.954161376953125,-0.004581485874950886,0.0001527161948615685,0.03451386094093323
1774656627053951000,0.970950927734375,0.00946840364485979,-0.002290742937475443,-0.008246674202382565
1774656627070740200,0.987740234375,-0.003359756199643016,-0.00045814859913662076,0.003970621153712273
1774656627087529500,1.004529541015625,0.0015271619195118546,-0.0010690133785828948,-0.006414080038666725
1774656627104319000,1.021319091796875,0.005192350596189499,-0.002901607658714056,-0.01435532234609127
1774656627121108200,1.038108154296875,-0.004581485874950886,-0.002901607658714056,-0.015577051788568497
1774656627137897500,1.0548974609375,0.008246674202382565,-0.002290742937475443,-0.06627883017063141
1774656627154686700,1.071686767578125,-0.007024944759905338,-0.004734201822429895,-0.05406153202056885
1774656627171476200,1.088476318359375,-0.010079269297420979,0.0001527161948615685,-0.06444623321294785
1774656627188265500,1.105265380859375,0.01435532234609127,0.0001527161948615685,-0.05833758786320686
1774656627205054700,1.1220546875,-0.019853105768561363,-0.00045814859913662076,-0.04001164436340332
1774656627221844200,1.13884423828125,0.010690134018659592,-0.005345067009329796,-0.06627883017063141
1774656627238633500,1.155633544921875,-0.003970621153712273,-0.002290742937475443,-0.06994401663541794
1774656627255422700,1.172422607421875,-0.0027488914784044027,-0.0010690133785828948,-0.08826996386051178
1774656627272212000,1.1892119140625,0.019242240116000175,-0.0102319847792387,-0.018631376326084137
1774656627289001500,1.20600146484375,-0.02107483521103859,0.008093958720564842,-0.0565049909055233
1774656627305790700,1.222790771484375,0.022296564653515816,-0.0010690133785828948,0.05039634555578232
1774656627322580000,1.239580078125,0.007635809946805239,0.004428769461810589,0.05039634555578232
1774656627339369200,1.256369140625,-0.008857538923621178,-0.003512472379952669,0.19822561740875244
1774656627356158700,1.27315869140625,0.00946840364485979,-0.002290742937475443,0.14996729791164398
1774656627372948000,1.289947998046875,0.005803215317428112,0.007483093533664942,-0.013744457624852657
1774656627389737200,1.3067373046875,0.019853105768561363,-0.008399390615522861,0.061391908675432205
1774656627406526700,1.323526611328125,0.008246674202382565,-0.005345067009329796,0.05222893878817558
1774656627423316000,1.34031591796875,-0.005192350596189499,0.0007635809597559273,0.04245510324835777
1774656627440105200,1.357105224609375,0.004581485874950886,0.0007635809597559273,0.0668896958231926
1774656627456894500,1.37389453125,0.007024944759905338,-0.002901607658714056,0.10048725455999374
1774656627473684000,1.39068408203125,0.007024944759905338,-0.0010690133785828948,0.09926552325487137
1774656627490473200,1.40747314453125,0.005192350596189499,0.0007635809597559273,0.13652828335762024
1774656627507262500,1.424262451171875,0.000305432389723137,0.0038179049734026194,0.14019346237182617
1774656627524051700,1.4410517578125,0.003359756199643016,0.0025961752980947495,0.16829325258731842
1774656627540841200,1.45784130859375,0.007635809946805239,0.0007635809597559273,0.14508038759231567
1774656627557630500,1.47463037109375,0.011911863461136818,0.005650499369949102,0.11698060482740402
1774656627574419700,1.491419677734375,-0.006414080038666725,-0.005345067009329796,0.23304490745067596
1774656627591209200,1.508209228515625,0.019853105768561363,0.0007635809597559273,0.19394956529140472
1774656627607998500,1.52499853515625,0.016798781231045723,0.0025961752980947495,0.27519458532333374
1774656627624787700,1.54178759765625,-0.0009162971982732415,0.008093958720564842,0.24831652641296387
1774656627641577000,1.558576904296875,0.016798781231045723,0.0001527161948615685,0.2214384824037552
1774656627658366500,1.575366455078125,-0.000305432389723137,0.0019853105768561363,0.16646064817905426
1774656627675155700,1.59215576171875,0.016798781231045723,-0.005345067009329796,0.23243404924869537
1774656627691945000,1.608945068359375,0.019853105768561363,0.0032070400193333626,0.22449280321598053
1774656627708734200,1.625734130859375,-0.012522728182375431,0.011759147047996521,0.2770271897315979
1774656627725523700,1.642523681640625,0.003970621153712273,0.0062613640911877155,0.24709481000900269
1774656627742313000,1.65931298828125,0.008857538923621178,-0.001679878099821508,0.20372340083122253
1774656627759102200,1.676102294921875,-0.0015271619195118546,0.0001527161948615685,0.20677772164344788
1774656627775891500,1.692891357421875,0.010079269297420979,0.005039634648710489,0.20861032605171204
1774656627792681000,1.709680908203125,-0.005192350596189499,0.008704823441803455,0.20433427393436432
1774656627809470200,1.72647021484375,0.000305432389723137,0.0007635809597559273,0.2006690800189972
1774656627826259500,1.743259521484375,0.011300998739898205,-0.004734201822429895,0.129197895526886
1774656627843049000,1.760049072265625,-0.0015271619195118546,-0.0010690133785828948,0.06322450190782547
1774656627859838200,1.776838134765625,0.005192350596189499,0.004428769461810589,0.06200277432799339
1774656627876627500,1.79362744140625,0.008857538923621178,0.0007635809597559273,0.1853974610567093
1774656627893416700,1.810416748046875,0.007635809946805239,0.0001527161948615685,0.26969680190086365
1774656627910206200,1.827206298828125,0.007024944759905338,0.009926552884280682,0.22388194501399994
1774656627926995500,1.843995361328125,-0.003359756199643016,0.0062613640911877155,0.272751122713089
1774656627943784700,1.86078466796875,0.008857538923621178,0.0038179049734026194,0.21349723637104034
1774656627960574000,1.877573974609375,0.013133592903614044,-0.0010690133785828948,0.13713914155960083
1774656627977363500,1.894363525390625,0.0027488914784044027,-0.003512472379952669,0.06627883017063141
1774656627994152700,1.911152587890625,0.007635809946805239,-0.007788525894284248,0.13530655205249786
1774656628010942000,1.92794189453125,-0.000305432389723137,0.0038179049734026194,0.16096286475658417
1774656628027731200,1.944731201171875,0.016798781231045723,0.0032070400193333626,0.21777328848838806
1774656628044520700,1.961520751953125,0.018631376326084137,0.0007635809597559273,0.17562362551689148
1774656628061310000,1.97831005859375,0.0204639695584774,-0.008399390615522861,0.15118902921676636
1774656628078099200,1.99509912109375,0.01740964688360691,-0.009010255336761475,0.15179990231990814
1774656628094888400,2.011888427734375,0.008246674202382565,0.0001527161948615685,0.1744018942117691
1774656628111678000,2.028677978515625,0.02107483521103859,0.0025961752980947495,0.19883649051189423
1774656628128467200,2.04546728515625,0.003359756199643016,0.005650499369949102,0.12736530601978302
