time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll,Weight,Reps,RPE,Set,Lift,Week
2026-04-04T05:17:03.704Z,-0.0082,-0.9844,-0.1957,-0.004,0.0486,0.0056,0.0012,-0.0029,-0.0056,44.37,78.75,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.708Z,-0.0083,-0.985,-0.1964,-0.0029,0.0423,0.0184,0.0017,-0.0002,-0.0062,44.37,78.74,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.716Z,-0.0083,-0.9852,-0.1973,-0.0073,0.0376,0.0305,0.0046,0.0003,-0.0049,44.37,78.74,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.726Z,-0.0079,-0.9846,-0.1979,-0.0086,0.0403,0.0145,0.0041,-0.0005,-0.0031,44.37,78.74,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.737Z,-0.0079,-0.9849,-0.1963,0.0039,0.0369,0.0073,0.0022,-0.0045,-0.0061,44.37,78.74,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.746Z,-0.0091,-0.9843,-0.1955,-0.0034,0.0415,-0.0059,0.0028,-0.0045,-0.0039,44.37,78.74,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.756Z,-0.0082,-0.985,-0.1944,-0.0061,0.0391,0.0099,0.0058,-0.0034,-0.0027,44.37,78.74,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.766Z,-0.0079,-0.9847,-0.1962,-0.0038,0.0341,0.0188,0.0041,0,-0.0033,44.37,78.74,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.776Z,-0.0084,-0.9844,-0.197,-0.0042,0.039,0.0181,0.0057,-0.0022,-0.0018,44.37,78.74,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.787Z,-0.0084,-0.9848,-0.1967,-0.0027,0.0352,0.0105,0.0048,-0.0025,-0.0053,44.37,78.74,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.796Z,-0.0083,-0.9844,-0.196,-0.0027,0.0399,0.0176,0.0055,-0.0035,-0.0028,44.37,78.74,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.806Z,-0.0084,-0.9848,-0.1969,-0.004,0.0364,0.0183,0.0058,-0.0034,-0.0048,44.37,78.74,-2.54,135,8,6,2,Bench,2
2026-04-04T05:17:03.816Z,-0.0083,-0.9846,-0.1965,-0.0022,0.0373,0.008,0.0043,-0.002,-0.0034,44.37,78.74,-2.55,135,8,6,2,Bench,2
2026-04-04T05:17:03.826Z,-0.0086,-0.9845,-0.1956,0.0028,0.0329,0,0.0057,-0.0029,-0.0045,44.37,78.75,-2.55,135,8,6,2,Bench,2
2026-04-04T05:17:03.837Z,-0.0089,-0.9841,-0.1948,-0.0062,0.0418,0.0185,0.0069,-0.0031,-0.0036,44.37,78.75,-2.55,135,8,6,2,Bench,2
2026-04-04T05:17:03.846Z,-0.0081,-0.9851,-0.1969,-0.0117,0.0428,0.0123,0.0051,-0.0043,-0.0061,44.37,78.75,-2.55,135,8,6,2,Bench,2
2026-04-04T05:17:03.856Z,-0.0076,-0.9854,-0.1959,-0.0091,0.051,-0.0009,0.0051,-0.0055,-0.0046,44.38,78.75,-2.55,135,8,6,2,Bench,2
2026-04-04T05:17:03.866Z,-0.008,-0.9861,-0.1945,-0.0045,0.0466,-0.0016,0.0072,-0.0027,-0.0021,44.38,78.75,-2.55,135,8,6,2,Bench,2
2026-04-04T05:17:03.876Z,-0.0084,-0.9855,-0.1947,-0.0037,0.0471,0.0059,0.0064,-0.0007,-0.0045,44.38,78.75,-2.56,135,8,6,2,Bench,2
2026-04-04T05:17:03.888Z,-0.0082,-0.986,-0.1954,-0.0107,0.0439,0.0053,0.0078,-0.0033,-0.0037,44.38,78.75,-2.56,135,8,6,2,Bench,2
