time,seconds_elapsed,z,y,x
1775714561861615000,0.065614990234375,-4.2449969926074145,-8.698316417655349,1.5778686181530355
1775714561871631000,0.075631103515625,-4.201749094772339,-8.726426659852265,1.5379107017740605
1775714561881648000,0.085648193359375,-4.158011952115595,-8.755916958230733,1.4883707180574535
1775714561891664400,0.095664306640625,-4.114066427405178,-8.787095355826615,1.4254174182772636
1775714561901680000,0.10568017578125,-4.070973720131814,-8.819028371182084,1.3499202787443996
1775714561911697200,0.115697265625,-4.028155153624713,-8.850960802015662,1.2668201168619095
1775714561921714000,0.1257138671875,-3.981752591150999,-8.884245231980085,1.1773810342814772
1775714561931730000,0.13572998046875,-3.9287279801890254,-8.921082385990022,1.072281148971617
1775714561941746700,0.14574658203125,-3.8640941799759863,-8.963859451442957,0.9425376746620983
1775714561951762700,0.1557626953125,-3.782719088320434,-9.013255058252811,0.7890879652682692
1775714561961779000,0.165779052734375,-3.6848780150324103,-9.067644235566258,0.6081803035737946
1775714561971795700,0.175795654296875,-3.569390225894749,-9.125024411389232,0.4046786058206111
1775714561981811700,0.185811767578125,-3.4358801655933258,-9.182721398076415,0.2067581422658637
1775714561991827700,0.19582763671875,-3.288996244455874,-9.23862448708415,0.02661255098506808
1775714562001843700,0.20584375,-3.1342335527673364,-9.291150208613276,-0.14664735416891053
1775714562011860700,0.21586083984375,-2.9752345386832952,-9.339068728607893,-0.31650837413221594
1775714562021876700,0.225876708984375,-2.8168542410194872,-9.38133375288546,-0.47569304698146875
1775714562031892700,0.235892822265625,-2.6641616336032747,-9.417902611348032,-0.6129806530602276
1775714562041909800,0.24590966796875,-2.517878893229365,-9.450772030770779,-0.7166605885695666
1775714562051925800,0.25592578125,-2.3852478077195585,-9.479950194460153,-0.78201335070692
1775714562061941800,0.265941650390625,-2.2740809505209327,-9.504272734811902,-0.8171408512547612
1775714562071958800,0.275958740234375,-2.1825248027212916,-9.525062424862384,-0.8247063180729747
1775714562081974800,0.285974853515625,-2.1032102968573567,-9.545004558172822,-0.7998612151518464
1775714562091990800,0.29599072265625,-2.0260858483836053,-9.565155950319767,-0.7570598920404911
1775714562102006800,0.3060068359375,-1.9476814431019127,-9.58517699408531,-0.7080268349327147
1775714562112023800,0.31602392578125,-1.8725589821003377,-9.604248774302006,-0.6498484944693744
1775714562122039800,0.326039794921875,-1.8064326052419841,-9.621259530335664,-0.5818547528365626
1775714562132055800,0.336055908203125,-1.7533387284360824,-9.635195701229572,-0.5091035144783557
1775714562142072600,0.346072509765625,-1.7196337349720299,-9.64473159133792,-0.43861233000662175
1775714562152088800,0.3560888671875,-1.7142248616658151,-9.648316464087367,-0.3765701902545988
1775714562162104800,0.366104736328125,-1.7358575784116983,-9.646448332127928,-0.3212613408129662
