time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll,Weight,Reps,RPE,Set,Lift,Week
2026-04-03T05:01:20.799Z,0.0567,-0.5964,-0.8083,-0.005,0.0589,-0.0044,-0.0006,-0.0031,-0.0033,-158.6,36.35,3.9,185,5,5,1,Deadlift,1
2026-04-03T05:01:20.808Z,0.0555,-0.598,-0.8059,-0.0079,0.0524,0.0225,-0.0037,-0.003,-0.0055,-158.6,36.35,3.89,185,5,5,1,Deadlift,1
2026-04-03T05:01:20.817Z,0.0564,-0.5963,-0.8089,-0.0161,0.036,0.0521,-0.0016,-0.0043,-0.0048,-158.6,36.35,3.89,185,5,5,1,Deadlift,1
2026-04-03T05:01:20.826Z,0.0564,-0.595,-0.8079,-0.0163,0.0241,0.0419,-0.003,-0.0006,-0.0081,-158.6,36.35,3.89,185,5,5,1,Deadlift,1
2026-04-03T05:01:20.837Z,0.0566,-0.5979,-0.8058,-0.0183,0.0523,0.0211,-0.0016,-0.0028,-0.0062,-158.6,36.35,3.9,185,5,5,1,Deadlift,1
2026-04-03T05:01:20.847Z,0.0561,-0.5992,-0.807,-0.0131,0.0659,0.0324,-0.0016,-0.0028,-0.0062,-158.6,36.35,3.9,185,5,5,1,Deadlift,1
2026-04-03T05:01:20.858Z,0.0558,-0.5972,-0.8068,-0.0101,0.0462,0.0302,-0.0022,-0.0039,-0.0061,-158.6,36.34,3.9,185,5,5,1,Deadlift,1
2026-04-03T05:01:20.867Z,0.0559,-0.5943,-0.8086,-0.0113,0.0187,0.0478,-0.0042,-0.0021,-0.0071,-158.61,36.34,3.9,185,5,5,1,Deadlift,1
2026-04-03T05:01:20.876Z,0.0567,-0.5949,-0.8101,-0.0185,0.0252,0.0621,-0.0042,-0.0021,-0.0071,-158.61,36.34,3.9,185,5,5,1,Deadlift,1
2026-04-03T05:01:20.887Z,0.0565,-0.5963,-0.8086,-0.0175,0.0389,0.0471,-0.0038,-0.0016,-0.0074,-158.61,36.33,3.9,185,5,5,1,Deadlift,1
2026-04-03T05:01:20.898Z,0.0564,-0.5968,-0.8076,-0.016,0.0449,0.037,-0.0005,-0.0023,-0.0047,-158.61,36.33,3.9,185,5,5,1,Deadlift,1
