time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll,Weight,Reps,RPE,Set,Lift,Order
2026-03-27T04:11:33.301Z,0.0093,-0.8667,-0.5163,0.0078,-0.0056,0.0386,0.0044,-0.0011,-0.0111,3.87,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.311Z,0.0082,-0.8618,-0.5174,0.0007,0.0787,0.0225,0.0031,-0.0045,-0.0029,3.87,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.319Z,0.0082,-0.8642,-0.5167,0.0103,0.0246,0.0333,0.004,-0.0004,-0.0042,3.88,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.330Z,0.0076,-0.8625,-0.5173,0.0046,0.0479,0.0535,0.0057,-0.0031,-0.0045,3.88,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.340Z,0.0082,-0.8606,-0.5168,0.0077,0.0324,0.0476,0.0021,-0.0027,-0.0046,3.89,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.349Z,0.0075,-0.862,-0.5168,0.0029,0.0141,0.0548,0.0008,-0.0005,-0.0029,3.89,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.360Z,0.0071,-0.86,-0.5169,0.0089,0.0275,0.0486,0.0019,-0.0034,-0.0025,3.9,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.370Z,0.0082,-0.863,-0.515,0.0098,0.0126,0.0487,0.003,-0.002,-0.0051,3.9,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.380Z,0.0078,-0.8618,-0.5168,0.0041,0.0368,0.0322,0.0027,-0.0032,-0.0038,3.91,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.390Z,0.0074,-0.8609,-0.5174,0.0057,0.0256,0.0518,-0.0005,-0.0044,-0.0047,3.91,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.399Z,0.0077,-0.8644,-0.5167,0.0107,0.0199,0.0555,0.0035,-0.0032,-0.0049,3.92,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.410Z,0.0074,-0.8601,-0.519,0.006,0.0506,0.0536,0.0034,-0.0037,-0.0028,3.92,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.420Z,0.0082,-0.8613,-0.517,0.0086,0.0087,0.0677,0.003,-0.0022,-0.0036,3.93,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.430Z,0.0082,-0.8625,-0.5149,0.0006,0.0214,0.0506,0.0036,-0.0058,-0.0054,3.93,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.440Z,0.0079,-0.8601,-0.5163,0.0017,0.032,0.0294,0.0036,-0.0031,-0.0039,3.93,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.449Z,0.008,-0.8625,-0.5167,0.0042,0.0121,0.0465,0.0033,-0.0047,-0.0075,3.93,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.460Z,0.0084,-0.862,-0.5156,0.0036,0.0344,0.0459,0.0039,-0.0038,-0.0053,3.93,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.470Z,0.0085,-0.8635,-0.5172,-0.0006,0.0286,0.0386,0.0023,-0.0029,-0.0041,3.93,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.480Z,0.0085,-0.8626,-0.5164,-0.001,0.0438,0.0561,0.0034,-0.0031,-0.0031,3.93,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.490Z,0.0086,-0.8612,-0.5165,0.0011,0.029,0.044,0.0031,-0.0047,-0.0055,3.93,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.501Z,0.0089,-0.8658,-0.5139,-0.0036,0.0266,0.0471,0.0007,-0.0023,-0.0046,3.92,59.22,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.510Z,0.009,-0.8596,-0.5143,-0.0059,0.0657,0.0115,0.004,-0.0035,-0.002,3.92,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.519Z,0.009,-0.8604,-0.5201,-0.0028,-0.0015,0.0301,0.0035,-0.0008,-0.0039,3.92,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.530Z,0.0082,-0.862,-0.5123,-0.0054,0.0165,0.0807,0.0011,0.0003,-0.0051,3.91,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.540Z,0.0083,-0.8628,-0.5155,0.0033,0.0353,-0.0002,0.0019,0.0004,-0.0054,3.91,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.553Z,0.0091,-0.8614,-0.5197,-0.0036,0.0173,0.0746,0.0034,-0.0011,-0.0047,3.91,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.560Z,0.0081,-0.8601,-0.5162,-0.0036,0.0173,0.0746,0.0002,-0.004,-0.0027,3.91,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.569Z,0.0077,-0.8659,-0.5153,0.0036,0.0209,0.0378,0.0032,-0.0026,-0.0024,3.9,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.580Z,0.0081,-0.8586,-0.5185,0.0082,0.0601,0.038,0.0042,0,-0.0047,3.9,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.590Z,0.0094,-0.8601,-0.5164,0.0008,-0.0106,0.0645,0.0016,-0.0013,-0.0013,3.89,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.601Z,0.0082,-0.8646,-0.5149,-0.0093,0.023,0.0394,0.0065,-0.0013,-0.0029,3.89,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.610Z,0.0083,-0.8588,-0.5176,0.0048,0.0473,0.0307,0.0031,-0.0047,-0.0054,3.88,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.619Z,0.0082,-0.8636,-0.5191,0.001,0.0013,0.0603,0.0031,-0.0011,-0.0008,3.88,59.21,0.94,135,8,7,1,Bench,1
2026-03-27T04:11:33.630Z,0.0078,-0.8619,-0.5147,0.0022,0.0485,0.0657,0.0019,0.0005,-0.0054,3.87,59.21,0.95,135,8,7,1,Bench,1
2026-03-27T04:11:33.640Z,0.0074,-0.8617,-0.5175,0.0068,0.0241,0.0271,0.0027,-0.0015,-0.002,3.87,59.21,0.95,135,8,7,1,Bench,1
2026-03-27T04:11:33.650Z,0.0082,-0.8629,-0.5178,0.0099,0.031,0.0588,0.0037,-0.002,-0.0033,3.86,59.21,0.95,135,8,7,1,Bench,1
2026-03-27T04:11:33.660Z,0.0076,-0.8609,-0.5145,0.004,0.0331,0.0519,0.0039,-0.0016,-0.0027,3.85,59.21,0.95,135,8,7,1,Bench,1
2026-03-27T04:11:33.669Z,0.0072,-0.8619,-0.5153,0.0084,0.0201,0.0236,0.0043,-0.0013,-0.0029,3.85,59.21,0.95,135,8,7,1,Bench,1
2026-03-27T04:11:33.680Z,0.0073,-0.8607,-0.5145,0.0113,0.0283,0.034,0.0033,-0.0021,-0.0067,3.84,59.21,0.95,135,8,7,1,Bench,1
