time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll,dB,Weight,Reps,RPE,Set,Lift,Order
2026-03-27T04:29:13.418Z,-0.1333,-0.9178,0.3799,0.0075,0.0289,-0.0118,0.0022,-0.0042,-0.0016,-29.72,66.33,-160.67,59.48,95,8,6,4,Bench,1
2026-03-27T04:29:13.428Z,-0.1329,-0.9176,0.3799,-0.0019,0.0135,-0.0058,0.0009,0.0002,-0.004,-29.72,66.33,-160.66,59.48,95,8,6,4,Bench,1
2026-03-27T04:29:13.438Z,-0.1336,-0.9181,0.3807,0.0049,0.0259,-0.0181,0.0014,-0.0029,-0.0018,-29.72,66.33,-160.66,59.48,95,8,6,4,Bench,1
2026-03-27T04:29:13.449Z,-0.1328,-0.9152,0.3799,0.0011,-0.0026,-0.014,0.0024,-0.0025,-0.0032,-29.72,66.33,-160.66,59.48,95,8,6,4,Bench,1
2026-03-27T04:29:13.457Z,-0.1331,-0.9173,0.3802,-0.002,0.0076,-0.009,0.0008,-0.0035,-0.0066,-29.72,66.33,-160.66,59.48,95,8,6,4,Bench,1
2026-03-27T04:29:13.468Z,-0.1332,-0.9166,0.3792,0.0025,0.01,-0.0108,0.0036,-0.0016,-0.0021,-29.73,66.33,-160.66,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.477Z,-0.1328,-0.9178,0.3795,-0.001,0.0127,-0.0049,0.0015,-0.0045,-0.0057,-29.73,66.33,-160.66,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.489Z,-0.1325,-0.9188,0.3803,-0.0052,0.0272,-0.0095,0.0019,-0.0033,-0.0046,-29.73,66.33,-160.66,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.497Z,-0.1327,-0.9177,0.3791,-0.0028,0.0177,-0.0078,0.0029,-0.0029,-0.0057,-29.73,66.33,-160.66,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.508Z,-0.1323,-0.9192,0.3795,-0.0048,0.0281,-0.002,0.0019,-0.0044,-0.0057,-29.73,66.33,-160.66,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.518Z,-0.1322,-0.9165,0.3789,-0.0093,0.0195,-0.0053,0.0037,0.0014,-0.0019,-29.73,66.33,-160.65,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.527Z,-0.132,-0.9169,0.3795,-0.0066,0.0012,-0.003,0.0018,-0.002,-0.0045,-29.73,66.33,-160.65,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.538Z,-0.1326,-0.9185,0.379,-0.0082,0.0284,-0.0072,0.0032,-0.0022,-0.0021,-29.73,66.33,-160.65,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.548Z,-0.1324,-0.9169,0.3786,-0.0051,0.0121,0.0025,0.0034,-0.0033,-0.0068,-29.73,66.33,-160.65,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.558Z,-0.1325,-0.9193,0.3802,-0.0073,0.0244,-0.0065,0.0031,-0.0013,-0.0036,-29.73,66.33,-160.65,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.568Z,-0.1326,-0.9175,0.3792,-0.0023,0.0291,-0.0133,0.0022,-0.0033,-0.0032,-29.73,66.33,-160.65,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.578Z,-0.1331,-0.9175,0.3788,-0.0034,0.0085,0.0046,0.0021,-0.0044,-0.0061,-29.73,66.33,-160.65,52.99,95,8,6,4,Bench,1
2026-03-27T04:29:13.588Z,-0.1337,-0.918,0.3797,0.0063,0.0257,-0.0059,0.0018,-0.0033,-0.0055,-29.73,66.33,-160.65,53.62,95,8,6,4,Bench,1
2026-03-27T04:29:13.598Z,-0.1333,-0.9162,0.3795,0.0038,0.0075,-0.0097,0.0034,-0.001,-0.004,-29.73,66.33,-160.65,53.62,95,8,6,4,Bench,1
2026-03-27T04:29:13.608Z,-0.1326,-0.9168,0.3805,-0.0007,0.0054,-0.0089,0.0037,-0.0045,-0.0053,-29.73,66.33,-160.65,53.62,95,8,6,4,Bench,1
2026-03-27T04:29:13.618Z,-0.1325,-0.9173,0.3807,-0.0051,0.0117,-0.023,0.0047,-0.0038,-0.0028,-29.73,66.33,-160.65,53.62,95,8,6,4,Bench,1
2026-03-27T04:29:13.627Z,-0.133,-0.917,0.38,-0.001,0.0112,-0.0106,0.0011,-0.0024,-0.0045,-29.73,66.33,-160.65,53.62,95,8,6,4,Bench,1
2026-03-27T04:29:13.638Z,-0.1334,-0.9184,0.3801,0.0038,0.0194,-0.0164,0.0017,-0.0034,-0.0026,-29.73,66.33,-160.65,53.62,95,8,6,4,Bench,1
2026-03-27T04:29:13.653Z,-0.1334,-0.9164,0.3786,0.0068,0.0184,-0.0049,0.0032,-0.0007,-0.0056,-29.73,66.33,-160.65,53.62,95,8,6,4,Bench,1
2026-03-27T04:29:13.657Z,-0.1337,-0.9166,0.3793,0.0031,-0.0026,0.0009,0.0037,-0.0036,-0.0058,-29.73,66.33,-160.65,53.62,95,8,6,4,Bench,1
2026-03-27T04:29:13.667Z,-0.1338,-0.9177,0.3801,0.0089,0.0219,-0.0133,0.0035,0.0012,-0.0038,-29.73,66.33,-160.65,53.62,95,8,6,4,Bench,1
2026-03-27T04:29:13.678Z,-0.134,-0.9161,0.3792,0.0098,0.0038,-0.0074,0.0022,-0.0022,-0.0062,-29.73,66.33,-160.65,63.26,95,8,6,4,Bench,1
2026-03-27T04:29:13.688Z,-0.1336,-0.919,0.3797,0.0071,0.018,-0.0051,0.0042,-0.0028,-0.0045,-29.73,66.33,-160.65,63.26,95,8,6,4,Bench,1
2026-03-27T04:29:13.699Z,-0.1331,-0.9172,0.3792,0.0037,0.0234,-0.0124,0.002,-0.0036,-0.0055,-29.73,66.33,-160.65,63.26,95,8,6,4,Bench,1
2026-03-27T04:29:13.708Z,-0.1327,-0.9181,0.3792,-0.0041,0.0129,0.0024,0.0034,-0.0059,-0.0026,-29.73,66.33,-160.65,63.26,95,8,6,4,Bench,1
2026-03-27T04:29:13.718Z,-0.133,-0.9182,0.3804,-0.0007,0.0258,-0.0166,0.0031,-0.0014,-0.0046,-29.73,66.33,-160.65,63.26,95,8,6,4,Bench,1
2026-03-27T04:29:13.727Z,-0.1336,-0.916,0.3789,0.0056,0.0093,-0.004,0.0048,-0.0013,-0.0032,-29.73,66.33,-160.66,63.26,95,8,6,4,Bench,1
2026-03-27T04:29:13.738Z,-0.1333,-0.918,0.38,0.0057,0.0103,-0.0065,0.0042,-0.0024,-0.004,-29.73,66.33,-160.66,63.26,95,8,6,4,Bench,1
2026-03-27T04:29:13.750Z,-0.1328,-0.9182,0.3798,-0.0001,0.0282,-0.0129,0.0018,-0.0014,-0.0056,-29.72,66.33,-160.66,63.26,95,8,6,4,Bench,1
2026-03-27T04:29:13.757Z,-0.1326,-0.9171,0.3795,-0.003,0.0135,-0.0029,0.0036,-0.0024,-0.0034,-29.72,66.33,-160.66,63.26,95,8,6,4,Bench,1
2026-03-27T04:29:13.768Z,-0.1336,-0.9185,0.3809,0.0024,0.0184,-0.0205,0.0031,-0.0019,-0.0035,-29.72,66.33,-160.66,59.81,95,8,6,4,Bench,1
2026-03-27T04:29:13.778Z,-0.1327,-0.9171,0.3799,0.0017,0.0225,-0.0118,0.002,-0.0055,-0.0019,-29.72,66.33,-160.66,59.81,95,8,6,4,Bench,1
2026-03-27T04:29:13.788Z,-0.1323,-0.9174,0.3799,-0.0084,0.0101,-0.0112,0.0011,-0.0013,-0.0041,-29.72,66.33,-160.66,59.81,95,8,6,4,Bench,1
2026-03-27T04:29:13.798Z,-0.1326,-0.9178,0.3794,-0.0037,0.022,-0.0093,0.0028,-0.0034,-0.0044,-29.72,66.33,-160.66,59.81,95,8,6,4,Bench,1
2026-03-27T04:29:13.808Z,-0.1326,-0.9165,0.3789,-0.0055,0.0069,-0.0012,0.0021,-0.0021,-0.0027,-29.72,66.33,-160.66,59.81,95,8,6,4,Bench,1
2026-03-27T04:29:13.818Z,-0.1321,-0.9185,0.3801,-0.0055,0.0165,-0.0087,0.0044,-0.0015,-0.0054,-29.72,66.33,-160.66,59.81,95,8,6,4,Bench,1
2026-03-27T04:29:13.827Z,-0.1323,-0.9177,0.3783,-0.0084,0.0252,0.0013,0.0028,0.0002,-0.003,-29.72,66.33,-160.66,59.81,95,8,6,4,Bench,1
2026-03-27T04:29:13.838Z,-0.1327,-0.9176,0.38,-0.0045,0.0134,-0.0064,0.0045,-0.0027,-0.0051,-29.72,66.33,-160.66,59.81,95,8,6,4,Bench,1
2026-03-27T04:29:13.849Z,-0.1333,-0.9177,0.3795,0.0035,0.0237,-0.0085,0.0028,-0.0018,-0.0063,-29.72,66.33,-160.66,59.81,95,8,6,4,Bench,1
2026-03-27T04:29:13.857Z,-0.1321,-0.9176,0.3784,-0.003,0.0141,0.0002,-0.0003,-0.0037,-0.0042,-29.72,66.33,-160.66,59.81,95,8,6,4,Bench,1
2026-03-27T04:29:13.868Z,-0.133,-0.9187,0.3795,-0.0042,0.0288,-0.0006,0.0047,-0.0024,-0.0038,-29.72,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.878Z,-0.1328,-0.9162,0.3793,0.0023,0.0157,-0.0035,0.0056,-0.0002,-0.0043,-29.72,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.888Z,-0.1333,-0.9168,0.3795,-0.0012,-0.0004,-0.0062,0.001,-0.0007,-0.0046,-29.72,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.898Z,-0.134,-0.9186,0.38,0.0092,0.0265,-0.0094,0.0046,-0.0009,-0.0022,-29.72,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.908Z,-0.1329,-0.9183,0.3801,0.0017,0.0249,-0.0104,0.0012,-0.0009,-0.0039,-29.72,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.918Z,-0.1339,-0.9185,0.3809,0.0078,0.0247,-0.0207,0.0035,-0.0061,-0.0016,-29.72,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.927Z,-0.1341,-0.917,0.3798,0.0091,0.0206,-0.0112,0.0027,-0.0021,-0.0045,-29.72,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.938Z,-0.134,-0.9165,0.3799,0.0105,-0.0003,-0.0076,0.0034,-0.0014,-0.006,-29.73,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.949Z,-0.1336,-0.9173,0.381,0.007,0.0178,-0.0185,0.0026,-0.0036,-0.0052,-29.73,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.958Z,-0.1332,-0.9163,0.3795,0.0028,0.0037,-0.0145,0.0037,-0.0007,-0.0029,-29.73,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.968Z,-0.1329,-0.9178,0.3794,0.0038,0.0121,-0.0029,0.0013,-0.0014,-0.0036,-29.73,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.978Z,-0.1329,-0.9178,0.3794,0.0038,0.0121,-0.0029,0.0033,-0.0037,-0.003,-29.73,66.33,-160.66,50.31,95,8,6,4,Bench,1
2026-03-27T04:29:13.987Z,-0.1338,-0.917,0.3782,0.0061,0.0076,0.0104,0.0016,-0.0041,-0.0061,-29.73,66.33,-160.65,52.95,95,8,6,4,Bench,1
2026-03-27T04:29:13.997Z,-0.1333,-0.9178,0.3795,0.0047,0.0183,-0.0051,0.0023,-0.0034,-0.003,-29.73,66.33,-160.65,52.95,95,8,6,4,Bench,1
2026-03-27T04:29:14.008Z,-0.1332,-0.9173,0.3774,0.0017,0.0147,0.0048,0.0033,-0.002,-0.0035,-29.73,66.33,-160.65,52.95,95,8,6,4,Bench,1
2026-03-27T04:29:14.018Z,-0.1331,-0.9173,0.3788,0.0026,0.0138,0.0088,0.001,-0.0022,-0.0046,-29.73,66.33,-160.65,52.95,95,8,6,4,Bench,1
2026-03-27T04:29:14.028Z,-0.1319,-0.9175,0.3782,-0.0051,0.0128,0.0025,0.0036,-0.001,-0.0048,-29.73,66.33,-160.65,52.95,95,8,6,4,Bench,1
2026-03-27T04:29:14.038Z,-0.1329,-0.917,0.3792,-0.0052,0.0111,-0.0036,0.0025,-0.0023,-0.0047,-29.73,66.33,-160.65,52.95,95,8,6,4,Bench,1
2026-03-27T04:29:14.049Z,-0.1321,-0.9185,0.3793,-0.0036,0.019,-0.0003,0.0032,-0.0036,-0.0058,-29.73,66.33,-160.65,52.95,95,8,6,4,Bench,1
2026-03-27T04:29:14.058Z,-0.1324,-0.9177,0.3801,-0.0073,0.0258,-0.0124,0.0022,-0.0034,-0.0054,-29.73,66.33,-160.65,52.95,95,8,6,4,Bench,1
2026-03-27T04:29:14.068Z,-0.1328,-0.9182,0.3813,-0.0053,0.0132,-0.0196,0.003,-0.002,-0.0033,-29.73,66.33,-160.65,52.95,95,8,6,4,Bench,1
2026-03-27T04:29:14.078Z,-0.1324,-0.9181,0.3797,-0.0022,0.0288,-0.0196,0.003,-0.0043,-0.0058,-29.73,66.33,-160.65,55.37,95,8,6,4,Bench,1
2026-03-27T04:29:14.088Z,-0.1323,-0.9161,0.3797,-0.0095,0.0038,-0.0047,0.0057,-0.0012,-0.0048,-29.73,66.33,-160.65,55.37,95,8,6,4,Bench,1
2026-03-27T04:29:14.101Z,-0.1325,-0.9177,0.3806,-0.0046,0.0111,-0.0131,0.003,-0.0016,-0.0036,-29.73,66.33,-160.65,55.37,95,8,6,4,Bench,1
2026-03-27T04:29:14.107Z,-0.1329,-0.9168,0.379,-0.0016,0.017,-0.0126,0.0037,-0.0046,-0.0039,-29.73,66.33,-160.65,55.37,95,8,6,4,Bench,1
2026-03-27T04:29:14.118Z,-0.1331,-0.9185,0.3805,-0.0014,0.0115,-0.0055,0.0018,-0.0013,-0.0058,-29.73,66.33,-160.65,55.37,95,8,6,4,Bench,1
2026-03-27T04:29:14.127Z,-0.1331,-0.9182,0.3795,0.0019,0.03,-0.011,0,-0.0027,-0.0066,-29.73,66.33,-160.65,55.37,95,8,6,4,Bench,1
2026-03-27T04:29:14.138Z,-0.1328,-0.918,0.3788,-0.0023,0.0212,-0.0089,0.0018,-0.0032,-0.0038,-29.73,66.33,-160.65,55.37,95,8,6,4,Bench,1
2026-03-27T04:29:14.147Z,-0.1339,-0.9177,0.3775,0.0059,0.0193,0.0123,0.002,-0.0035,-0.0043,-29.73,66.33,-160.65,55.37,95,8,6,4,Bench,1
2026-03-27T04:29:14.158Z,-0.1335,-0.9167,0.3787,0.0059,0.01,0.0003,0.0036,-0.0017,-0.0063,-29.73,66.33,-160.65,55.37,95,8,6,4,Bench,1
2026-03-27T04:29:14.168Z,-0.1336,-0.9167,0.3778,0.0089,0.0068,0.0064,0.0021,-0.0006,-0.0012,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.178Z,-0.1335,-0.9184,0.3773,0.0062,0.0202,0.0145,0.0032,-0.0022,-0.0062,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.188Z,-0.1335,-0.9172,0.3795,0.0033,0.0175,0.0008,0.0031,-0.0045,-0.0042,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.197Z,-0.1331,-0.9183,0.3781,0.0029,0.0181,0.005,0.0038,-0.0014,-0.0025,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.208Z,-0.1329,-0.9177,0.3788,0.0006,0.022,0.0005,0.0018,-0.001,-0.0071,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.219Z,-0.1333,-0.9171,0.3796,0.0037,0.0138,-0.0008,0.0035,-0.003,-0.0016,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.227Z,-0.1334,-0.918,0.3804,0.004,0.0155,-0.0123,0.0035,-0.0013,-0.0067,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.238Z,-0.1342,-0.9167,0.3802,0.01,0.0188,-0.0187,0.0015,-0.0019,-0.0042,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.249Z,-0.1329,-0.9162,0.3786,0.0026,0.0013,0.0028,0.0054,-0.0037,-0.0027,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.258Z,-0.1336,-0.9179,0.3815,0.002,0.0097,-0.0102,0.0042,-0.0042,-0.0032,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.268Z,-0.1334,-0.9157,0.3792,0.0019,0.0119,-0.0149,-0.0022,0.0002,-0.0036,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.277Z,-0.1331,-0.9197,0.3828,0.0064,0.0261,-0.0433,0.008,-0.0024,-0.0066,-29.73,66.33,-160.66,51.72,95,8,6,4,Bench,1
2026-03-27T04:29:14.288Z,-0.133,-0.915,0.3761,-0.0036,-0.0072,0.036,0,0.0014,-0.0031,-29.73,66.33,-160.66,58.82,95,8,6,4,Bench,1
2026-03-27T04:29:14.297Z,-0.133,-0.9189,0.3823,0.0031,0.0427,-0.0627,0.0073,-0.0021,-0.0087,-29.73,66.33,-160.66,58.82,95,8,6,4,Bench,1
2026-03-27T04:29:14.307Z,-0.1325,-0.9179,0.3815,-0.0024,-0.0077,0.0155,0.003,-0.0006,-0.0055,-29.73,66.33,-160.66,58.82,95,8,6,4,Bench,1
2026-03-27T04:29:14.318Z,-0.1333,-0.9149,0.373,-0.0028,0.023,-0.0086,0.0013,-0.0036,-0.0016,-29.73,66.33,-160.66,58.82,95,8,6,4,Bench,1
2026-03-27T04:29:14.328Z,-0.133,-0.9179,0.3816,0.0017,0.0033,0.0281,0.0045,-0.0009,-0.0014,-29.73,66.33,-160.66,58.82,95,8,6,4,Bench,1
2026-03-27T04:29:14.338Z,-0.1313,-0.9198,0.3794,-0.0136,0.0322,-0.0122,0.0029,-0.0005,-0.0019,-29.73,66.33,-160.66,58.82,95,8,6,4,Bench,1
2026-03-27T04:29:14.347Z,-0.1332,-0.9168,0.3806,-0.0037,0.0223,-0.0324,0.0005,-0.0042,-0.0023,-29.73,66.33,-160.66,58.82,95,8,6,4,Bench,1
2026-03-27T04:29:14.358Z,-0.1318,-0.9179,0.3762,-0.0112,0.0234,0.0311,0.0078,-0.0028,-0.0068,-29.73,66.33,-160.66,58.82,95,8,6,4,Bench,1
2026-03-27T04:29:14.368Z,-0.1326,-0.9176,0.3803,-0.0019,-0.0022,-0.002,0.0023,-0.0032,-0.0057,-29.73,66.33,-160.66,58.82,95,8,6,4,Bench,1
2026-03-27T04:29:14.377Z,-0.1322,-0.9175,0.3806,-0.0076,0.0322,-0.0344,0.0021,0.0001,-0.0084,-29.73,66.33,-160.66,62,95,8,6,4,Bench,1
2026-03-27T04:29:14.388Z,-0.1335,-0.9183,0.3766,0.0011,0.008,0.0246,0.0031,-0.0032,-0.0039,-29.73,66.33,-160.66,62,95,8,6,4,Bench,1
2026-03-27T04:29:14.397Z,-0.1326,-0.9182,0.3803,0.0041,0.0307,-0.0096,0.0024,-0.0047,-0.0062,-29.73,66.33,-160.66,62,95,8,6,4,Bench,1
2026-03-27T04:29:14.408Z,-0.1324,-0.9168,0.3825,-0.0075,0.0041,-0.0212,0.0028,-0.0012,-0.0023,-29.73,66.33,-160.66,62,95,8,6,4,Bench,1
2026-03-27T04:29:14.417Z,-0.1332,-0.9188,0.3815,-0.001,0.0268,-0.0391,0.0017,-0.0047,-0.0057,-29.73,66.33,-160.66,62,95,8,6,4,Bench,1
2026-03-27T04:29:14.427Z,-0.1333,-0.9159,0.3791,-0.0004,0.022,-0.0084,0.0037,-0.002,-0.0055,-29.73,66.33,-160.66,62,95,8,6,4,Bench,1
2026-03-27T04:29:14.438Z,-0.1342,-0.9178,0.3808,0.0093,-0.0054,-0.0008,0.0006,-0.0032,-0.003,-29.73,66.33,-160.66,62,95,8,6,4,Bench,1
2026-03-27T04:29:14.448Z,-0.1342,-0.9178,0.3808,0.0093,-0.0054,-0.0008,0.0019,0.0001,-0.006,-29.73,66.33,-160.66,62,95,8,6,4,Bench,1
2026-03-27T04:29:14.458Z,-0.1337,-0.9162,0.3763,0.0073,0.0022,0.0259,0.0023,-0.0051,-0.0014,-29.73,66.33,-160.66,62,95,8,6,4,Bench,1
2026-03-27T04:29:14.468Z,-0.1336,-0.9189,0.381,0.008,0.0188,-0.0048,0.0011,-0.0025,-0.0023,-29.73,66.33,-160.66,60.52,95,8,6,4,Bench,1
2026-03-27T04:29:14.478Z,-0.1333,-0.9172,0.3818,0.005,0.0299,-0.0346,0.0014,-0.0001,-0.0026,-29.73,66.33,-160.66,60.52,95,8,6,4,Bench,1
2026-03-27T04:29:14.488Z,-0.1333,-0.9174,0.3769,0.0018,0.0047,0.0052,0.0036,-0.002,-0.0036,-29.73,66.33,-160.66,60.52,95,8,6,4,Bench,1
2026-03-27T04:29:14.497Z,-0.1341,-0.9185,0.3779,0.0099,0.0218,0.0165,0.0023,-0.0021,-0.0039,-29.73,66.33,-160.66,60.52,95,8,6,4,Bench,1
2026-03-27T04:29:14.508Z,-0.1338,-0.9184,0.3797,0.0112,0.029,-0.0039,0.0039,-0.0001,-0.0041,-29.73,66.33,-160.66,60.52,95,8,6,4,Bench,1
2026-03-27T04:29:14.518Z,-0.1335,-0.9174,0.3791,0.0071,0.0164,-0.0087,0.0024,-0.0049,-0.0047,-29.73,66.33,-160.66,60.52,95,8,6,4,Bench,1
2026-03-27T04:29:14.529Z,-0.1328,-0.9169,0.3783,-0.0027,0.0131,0.0039,0.0046,-0.0017,-0.0042,-29.73,66.33,-160.66,60.52,95,8,6,4,Bench,1
2026-03-27T04:29:14.538Z,-0.1332,-0.9169,0.3802,0.0051,0.008,-0.004,0.0049,-0.0021,-0.0068,-29.73,66.33,-160.66,60.52,95,8,6,4,Bench,1
2026-03-27T04:29:14.552Z,-0.1326,-0.9171,0.3816,-0.0016,0.0056,-0.0266,0.0032,-0.0013,-0.0008,-29.73,66.33,-160.66,60.52,95,8,6,4,Bench,1
2026-03-27T04:29:14.557Z,-0.1323,-0.9187,0.3795,-0.0073,0.0261,-0.013,0.0032,-0.0013,-0.0008,-29.73,66.33,-160.66,60.52,95,8,6,4,Bench,1
2026-03-27T04:29:14.568Z,-0.1325,-0.9163,0.3795,-0.0028,0.0134,-0.0027,0.0033,-0.0034,-0.0025,-29.73,66.33,-160.66,60.11,95,8,6,4,Bench,1
2026-03-27T04:29:14.578Z,-0.1331,-0.9173,0.3813,-0.0029,0.0081,-0.0146,0.0009,0.0004,-0.0042,-29.73,66.33,-160.66,60.11,95,8,6,4,Bench,1
2026-03-27T04:29:14.588Z,-0.1331,-0.9185,0.3814,0.0032,0.0292,-0.0307,0.0046,-0.0016,-0.0057,-29.73,66.33,-160.66,60.11,95,8,6,4,Bench,1
2026-03-27T04:29:14.597Z,-0.1326,-0.9149,0.3779,-0.0027,0.0002,-0.0052,0.0026,-0.0014,-0.0019,-29.73,66.33,-160.66,60.11,95,8,6,4,Bench,1
2026-03-27T04:29:14.608Z,-0.1332,-0.918,0.3803,0.0015,0.009,0.0063,0.0034,-0.0054,-0.0049,-29.73,66.33,-160.66,60.11,95,8,6,4,Bench,1
2026-03-27T04:29:14.618Z,-0.133,-0.9176,0.3802,0.0015,0.0246,-0.0279,0.0036,-0.0006,-0.0031,-29.73,66.33,-160.66,60.11,95,8,6,4,Bench,1
2026-03-27T04:29:14.629Z,-0.1323,-0.917,0.3781,-0.0039,0.0072,0.0042,0.0025,-0.0021,-0.0034,-29.73,66.33,-160.65,60.11,95,8,6,4,Bench,1
2026-03-27T04:29:14.638Z,-0.1326,-0.9191,0.3786,-0.0084,0.0258,0.0046,0.0032,-0.0043,-0.0044,-29.73,66.33,-160.65,60.11,95,8,6,4,Bench,1
2026-03-27T04:29:14.647Z,-0.1328,-0.9167,0.3798,-0.002,0.0207,-0.0083,0.003,-0.0007,-0.0057,-29.73,66.33,-160.65,60.11,95,8,6,4,Bench,1
2026-03-27T04:29:14.658Z,-0.1326,-0.9174,0.3798,-0.0047,0.0042,-0.0124,0.0029,-0.0056,-0.0039,-29.73,66.33,-160.65,60.11,95,8,6,4,Bench,1
2026-03-27T04:29:14.668Z,-0.1327,-0.9184,0.3774,-0.0033,0.0296,0.0073,0.0038,-0.004,-0.0018,-29.73,66.33,-160.65,60.11,95,8,6,4,Bench,1
2026-03-27T04:29:14.680Z,-0.1322,-0.9159,0.3789,-0.0078,0.0055,0.0107,0.0047,0.0002,-0.0052,-29.73,66.33,-160.65,61.74,95,8,6,4,Bench,1
2026-03-27T04:29:14.688Z,-0.1336,-0.9187,0.3813,0.0003,0.0178,-0.0211,0.0028,-0.0001,-0.0061,-29.73,66.33,-160.65,61.74,95,8,6,4,Bench,1
2026-03-27T04:29:14.697Z,-0.1331,-0.9162,0.3788,0.0062,0.0168,-0.0096,0.0038,-0.0027,-0.0031,-29.73,66.33,-160.65,61.74,95,8,6,4,Bench,1
2026-03-27T04:29:14.708Z,-0.1323,-0.9177,0.3794,-0.0072,0.0049,0.0037,0.0029,-0.0028,-0.0044,-29.73,66.33,-160.65,61.74,95,8,6,4,Bench,1
2026-03-27T04:29:14.718Z,-0.1329,-0.9188,0.3811,0.0015,0.031,-0.0246,0.0009,-0.0017,-0.003,-29.73,66.33,-160.65,61.74,95,8,6,4,Bench,1
2026-03-27T04:29:14.728Z,-0.1332,-0.917,0.3802,-0.001,0.016,-0.0138,0.0029,-0.0019,-0.0035,-29.73,66.33,-160.65,61.74,95,8,6,4,Bench,1
2026-03-27T04:29:14.738Z,-0.1336,-0.9177,0.378,0.0046,0.0152,0.0001,0.0014,-0.0017,-0.0044,-29.73,66.33,-160.65,61.74,95,8,6,4,Bench,1
2026-03-27T04:29:14.747Z,-0.1335,-0.9169,0.3804,0.0023,0.0162,-0.0065,0.003,-0.0033,-0.0032,-29.73,66.33,-160.65,61.74,95,8,6,4,Bench,1
2026-03-27T04:29:14.758Z,-0.1341,-0.9172,0.3801,0.0103,0.0109,-0.0119,0.0048,0.0007,-0.0044,-29.73,66.33,-160.65,61.74,95,8,6,4,Bench,1
2026-03-27T04:29:14.768Z,-0.1331,-0.9177,0.3805,0.0042,0.02,-0.0241,0.0017,-0.0029,-0.0024,-29.73,66.33,-160.65,61.74,95,8,6,4,Bench,1
2026-03-27T04:29:14.778Z,-0.1332,-0.9169,0.3773,-0.002,0.0112,0.0085,0.0036,-0.0038,-0.0057,-29.73,66.33,-160.65,64.34,95,8,6,4,Bench,1
2026-03-27T04:29:14.788Z,-0.1338,-0.9186,0.3798,0.0081,0.02,0.0026,0.0001,-0.0037,-0.0036,-29.73,66.33,-160.65,64.34,95,8,6,4,Bench,1
2026-03-27T04:29:14.797Z,-0.1336,-0.9179,0.379,0.0064,0.0298,-0.011,0.0045,-0.0019,-0.0046,-29.73,66.33,-160.65,64.34,95,8,6,4,Bench,1
2026-03-27T04:29:14.808Z,-0.1335,-0.9163,0.3778,0.0025,0.0059,0.0133,0.0028,-0.0026,-0.0042,-29.73,66.33,-160.65,64.34,95,8,6,4,Bench,1
2026-03-27T04:29:14.818Z,-0.1332,-0.9164,0.3793,0.0047,0.0052,-0.002,0.0019,-0.0035,-0.0038,-29.73,66.33,-160.65,64.34,95,8,6,4,Bench,1
