time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll,Weight,Reps,RPE,Set,Lift,Week
2026-03-27T22:57:45.398Z,0.0107,0.5435,-0.8415,0.0015,0.0058,0.0078,0.0042,-0.0014,-0.0031,-179,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.408Z,0.0095,0.5449,-0.843,0.0011,-0.0119,0.0274,0.0026,-0.0046,-0.0064,-179,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.418Z,0.0103,0.5432,-0.8417,0.0088,-0.0284,0.0263,0.0026,-0.0018,-0.0033,-179,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.428Z,0.0108,0.5432,-0.8413,0.0019,-0.0123,0.0134,0.0029,0.0003,-0.0037,-179,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.438Z,0.0103,0.5447,-0.8423,-0.0029,-0.0121,0.0092,0.0025,-0.0004,-0.0038,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.448Z,0.0108,0.5431,-0.8417,0.002,-0.027,0.0191,0.0037,-0.0011,-0.0018,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.458Z,0.0112,0.5416,-0.8422,-0.0035,-0.0117,0.0132,0.004,-0.0032,-0.0032,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.468Z,0.0103,0.5434,-0.8442,-0.0067,0.0031,0.0179,0.0019,-0.0041,-0.002,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.478Z,0.0104,0.5438,-0.8423,0.0024,-0.0138,0.0375,0.001,-0.0033,-0.0022,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.488Z,0.0107,0.5445,-0.8412,0.0009,-0.018,0.0187,0.0041,-0.0047,-0.0087,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.498Z,0.0113,0.5434,-0.8411,-0.0018,-0.0248,0.0086,-0.0001,-0.0006,-0.0036,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.508Z,0.0107,0.5435,-0.8434,-0.0077,-0.0142,0.0072,0.0002,-0.0036,-0.004,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.518Z,0.011,0.5434,-0.8429,-0.0024,-0.0154,0.0298,-0.0003,-0.0018,-0.0027,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.528Z,0.0108,0.5426,-0.8419,-0.0049,-0.0144,0.0254,0.0029,-0.0042,-0.0057,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.538Z,0.0102,0.5443,-0.8442,-0.0037,-0.0068,0.0155,0.0024,-0.0021,-0.0033,-178.99,-32.82,0.72,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.548Z,0.01,0.5437,-0.8429,0.0026,-0.0225,0.0382,0.0013,-0.0028,-0.0047,-178.99,-32.82,0.72,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.558Z,0.0111,0.5421,-0.8414,0.0042,-0.0168,0.0252,0.0043,-0.0022,-0.0047,-178.99,-32.82,0.72,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.568Z,0.0107,0.5434,-0.8419,-0.0061,-0.0013,0.0099,0.0045,-0.0005,-0.0035,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.578Z,0.0107,0.5447,-0.843,-0.0019,-0.0141,0.0157,0.0048,-0.003,-0.0044,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.588Z,0.0105,0.5434,-0.8415,-0.0021,-0.0273,0.0256,0.0037,-0.0045,-0.003,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.598Z,0.0108,0.5436,-0.8416,0,-0.0148,0.0108,0.0034,-0.0033,-0.0019,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.608Z,0.01,0.543,-0.8429,-0.0025,-0.0164,0.0118,0.0046,-0.0048,-0.0062,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.618Z,0.0109,0.5438,-0.8421,0.0045,-0.0107,0.0253,0.0025,-0.0006,-0.0026,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.628Z,0.0109,0.5439,-0.8419,-0.0041,-0.0182,0.0175,0.0025,-0.0016,-0.003,-178.99,-32.82,0.71,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.638Z,0.0113,0.5436,-0.8429,-0.0036,-0.0195,0.0154,0.004,-0.0026,-0.0049,-178.99,-32.82,0.72,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.648Z,0.0106,0.5444,-0.842,-0.0078,-0.0169,0.0251,0.0036,-0.004,-0.0056,-178.99,-32.82,0.72,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.658Z,0.0107,0.5433,-0.8416,-0.0015,-0.024,0.0156,-0.0001,-0.0019,-0.0058,-178.99,-32.82,0.72,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.667Z,0.0108,0.5439,-0.8427,-0.0019,-0.0138,0.0125,0.0028,-0.002,-0.0031,-178.99,-32.81,0.72,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.678Z,0.0109,0.543,-0.8432,-0.003,-0.0194,0.0227,0.0026,-0.0024,-0.0042,-178.99,-32.81,0.72,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.688Z,0.0106,0.5418,-0.8425,-0.0043,-0.0107,0.0276,0.0038,-0.0014,-0.0062,-178.99,-32.81,0.72,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.698Z,0.0104,0.5434,-0.8418,-0.0011,0.0012,0.0206,0.0023,-0.0013,-0.0014,-178.99,-32.81,0.72,185,5,5,1,Deadlift,1
2026-03-27T22:57:45.708Z,0.0102,0.5435,-0.842,0.001,-0.014,0.0143,0.0023,-0.0023,-0.0018,-178.99,-32.81,0.72,185,5,5,1,Deadlift,1
