time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll,Weight,Reps,RPE,Set,Lift,Order
2026-03-27T23:05:41.833Z,0.0496,-0.5488,-0.8422,-0.0064,0.0197,0.0606,0.0035,-0.0026,-0.0036,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.844Z,0.049,-0.5505,-0.8405,-0.0065,0.0377,0.0504,0.0036,-0.0026,-0.0029,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.854Z,0.0497,-0.5495,-0.8425,0.0003,0.0349,0.059,0,-0.0002,-0.0048,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.866Z,0.0491,-0.5499,-0.8413,-0.0063,0.0365,0.0501,0.0034,-0.0026,-0.0038,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.874Z,0.0498,-0.5508,-0.8414,-0.0053,0.044,0.0546,0.0006,-0.0031,-0.0029,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.885Z,0.0498,-0.5503,-0.8419,-0.0096,0.0303,0.0542,0.0026,-0.0014,-0.0046,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.894Z,0.0499,-0.5494,-0.8412,-0.0058,0.0296,0.0469,0.001,-0.0037,-0.0034,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.904Z,0.0493,-0.5491,-0.8417,-0.0035,0.0328,0.061,0.0043,-0.0013,-0.003,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.916Z,0.0496,-0.5502,-0.8421,-0.0058,0.0414,0.0505,0.0025,0.0008,-0.005,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.924Z,0.0495,-0.5505,-0.8405,-0.0064,0.0458,0.0406,0.0036,-0.005,-0.0057,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.935Z,0.05,-0.5512,-0.8412,-0.0074,0.039,0.0547,0.0047,-0.0032,-0.0038,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.944Z,0.0496,-0.5497,-0.8422,-0.0044,0.0289,0.0573,0.0007,-0.0035,-0.005,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.954Z,0.0495,-0.5495,-0.8424,-0.004,0.0326,0.0589,0.0025,-0.0033,-0.0038,-175.9,33.11,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.966Z,0.0494,-0.5495,-0.8412,-0.0039,0.0351,0.0526,0.0036,-0.0042,-0.0013,-175.9,33.11,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.975Z,0.0493,-0.5501,-0.8414,-0.0003,0.0421,0.0407,0.0027,0.0001,-0.0044,-175.9,33.11,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.985Z,0.0493,-0.5508,-0.8401,-0.0071,0.0382,0.0474,0.0029,-0.0057,-0.0043,-175.9,33.11,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:41.995Z,0.0497,-0.5501,-0.8414,-0.0069,0.0348,0.0488,0.0047,-0.0016,-0.0044,-175.9,33.11,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.005Z,0.0496,-0.5497,-0.8415,-0.0016,0.0356,0.0592,0.0024,0.0004,-0.0035,-175.9,33.11,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.018Z,0.0491,-0.5502,-0.8415,-0.0038,0.0364,0.0478,0.0025,-0.0003,-0.0047,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.024Z,0.0495,-0.5496,-0.8413,-0.0045,0.0397,0.0482,0.002,-0.0018,-0.0067,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.036Z,0.0501,-0.5502,-0.841,-0.0081,0.0266,0.0519,0.0028,-0.0005,-0.0046,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.044Z,0.0496,-0.5491,-0.8413,-0.001,0.0384,0.0398,0.0025,-0.0021,-0.0068,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.056Z,0.0493,-0.5505,-0.8402,-0.0038,0.0408,0.0488,0.0042,-0.0044,-0.0048,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.067Z,0.0497,-0.5505,-0.841,-0.0076,0.0352,0.0439,0.0019,-0.0018,-0.0039,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.075Z,0.0493,-0.5492,-0.8405,-0.0027,0.0331,0.0409,0.0024,-0.0033,-0.0044,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.085Z,0.0496,-0.5497,-0.8406,-0.0028,0.0253,0.0563,0.002,-0.0034,-0.003,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.095Z,0.0493,-0.5486,-0.8422,-0.0071,0.0312,0.053,0.0039,-0.0008,-0.0043,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.105Z,0.0499,-0.5505,-0.8415,-0.0055,0.044,0.0504,0.0035,-0.003,-0.0009,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.117Z,0.0491,-0.5508,-0.8408,-0.0032,0.0354,0.0397,0.0014,-0.004,-0.0029,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.125Z,0.0496,-0.5492,-0.8405,0.0009,0.033,0.045,0.0024,-0.0023,-0.0037,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.135Z,0.0488,-0.5499,-0.8407,-0.0033,0.0284,0.0533,0.0021,-0.0013,-0.0043,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.145Z,0.0495,-0.5491,-0.8422,-0.0062,0.0324,0.0551,0.0039,-0.0023,-0.0057,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.156Z,0.0499,-0.5493,-0.8411,-0.0099,0.0302,0.0486,0.0029,0,-0.0023,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.169Z,0.0492,-0.5502,-0.8414,-0.0037,0.0442,0.0475,0.0027,-0.0037,-0.0032,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.175Z,0.0492,-0.5502,-0.8414,-0.0023,0.0301,0.0543,0.0018,-0.0013,-0.0026,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.185Z,0.0492,-0.5494,-0.841,-0.0005,0.0369,0.0453,0.004,-0.0016,-0.0046,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.195Z,0.0495,-0.5504,-0.8412,-0.0064,0.0449,0.0484,0.0045,-0.0023,-0.0035,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.205Z,0.0495,-0.5512,-0.8417,-0.0032,0.0362,0.0627,0.0028,-0.0001,-0.0009,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.219Z,0.0493,-0.5496,-0.8416,-0.0033,0.0293,0.0486,0.0029,-0.0035,-0.0063,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.225Z,0.0493,-0.5496,-0.8416,-0.0021,0.0349,0.0567,0.0012,-0.0031,-0.0008,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.236Z,0.0496,-0.5503,-0.8414,-0.0106,0.0378,0.0499,0.0028,-0.0038,-0.0042,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.245Z,0.0502,-0.5495,-0.8416,-0.0068,0.0331,0.0478,0.0038,-0.0016,-0.0059,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.255Z,0.0494,-0.55,-0.8407,-0.0049,0.0352,0.0463,0.0045,-0.0017,-0.0033,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.268Z,0.0497,-0.5502,-0.841,-0.004,0.0428,0.0419,0.0054,-0.0015,-0.0038,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.275Z,0.0494,-0.5507,-0.8405,-0.0032,0.0383,0.0505,0.0033,-0.0032,-0.0044,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.284Z,0.0496,-0.5504,-0.8414,-0.0084,0.0481,0.0472,0.0029,-0.0023,-0.0043,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.295Z,0.0501,-0.5508,-0.8412,-0.0102,0.0397,0.0456,0.0034,-0.0032,-0.0025,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.307Z,0.0499,-0.5501,-0.8404,-0.0055,0.036,0.041,0.0033,-0.002,-0.0033,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.316Z,0.0495,-0.5501,-0.8408,-0.0058,0.0373,0.0489,0.0048,-0.0019,-0.001,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.325Z,0.0495,-0.5504,-0.8413,-0.0027,0.0383,0.0517,0.0048,-0.0029,-0.002,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.336Z,0.0492,-0.5501,-0.8416,0.0003,0.033,0.0546,0.0014,-0.0022,-0.0053,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.349Z,0.0495,-0.55,-0.8416,0.0003,0.033,0.0546,0.0035,-0.0033,-0.0043,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.356Z,0.0495,-0.5501,-0.8413,-0.0051,0.0348,0.0531,0.0017,-0.0008,-0.0032,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.366Z,0.0499,-0.5496,-0.8415,-0.0071,0.035,0.0485,0.0046,-0.0059,-0.0055,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.375Z,0.0492,-0.5502,-0.8409,0.0012,0.0321,0.0556,0.0012,-0.0031,-0.0024,-175.9,33.12,3.36,225,5,6,3,Deadlift,1
2026-03-27T23:05:42.384Z,0.0488,-0.5495,-0.842,-0.001,0.0299,0.0501,0.0015,-0.0033,-0.0032,-175.9,33.12,3.35,225,5,6,3,Deadlift,1
