time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll,Weight,Reps,RPE,Set,Lift,Order
2026-03-27T23:10:34.628Z,0.0434,-0.6593,-0.7547,0.0029,0.0152,0.0511,-0.0018,-0.0008,-0.0003,-81.41,41.13,3.38,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.639Z,0.0446,-0.6595,-0.7579,-0.0036,0.0193,0.0592,0.0045,-0.0037,-0.004,-81.39,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.649Z,0.0446,-0.6598,-0.7574,-0.001,0.026,0.0547,0.0025,-0.0046,-0.0017,-81.38,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.659Z,0.0433,-0.6606,-0.7571,0.0105,0.0253,0.0442,0.0043,-0.0036,-0.0044,-81.36,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.668Z,0.0433,-0.6601,-0.7553,0.0075,0.0288,0.0337,0.0052,-0.0027,-0.0027,-81.35,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.679Z,0.0434,-0.6608,-0.7568,0.0084,0.029,0.0454,0.0044,-0.003,-0.0037,-81.33,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.689Z,0.0427,-0.659,-0.7556,0.0097,0.0017,0.0465,0.0052,-0.0074,-0.0029,-81.32,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.699Z,0.0453,-0.6616,-0.7569,-0.002,0.0264,0.0439,0.0099,-0.0037,-0.0027,-81.31,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.709Z,0.044,-0.6599,-0.7556,0.0034,0.0174,0.0413,0.0082,-0.0004,-0.0058,-81.29,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.718Z,0.0436,-0.6606,-0.7561,0.0083,0.0289,0.0408,0.0092,-0.0015,-0.003,-81.27,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.729Z,0.043,-0.6589,-0.7559,0.0177,-0.0065,0.0279,0.0133,-0.0005,-0.0055,-81.26,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.739Z,0.0416,-0.6541,-0.7543,-0.0224,0.0414,0.047,0.0004,0.0037,0.0119,-81.24,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.749Z,0.0448,-0.663,-0.7574,0.0168,0.019,0.0439,0.0058,0.006,0.0067,-81.23,41.13,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.759Z,0.0442,-0.6626,-0.7567,-0.0027,0.0563,0.0681,0.0082,-0.0031,-0.0004,-81.22,41.14,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.768Z,0.0445,-0.6639,-0.7568,-0.0001,0.0349,0.0499,0.0101,-0.0084,-0.003,-81.21,41.14,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.779Z,0.0443,-0.6604,-0.7571,-0.004,0.0098,0.0566,0.0099,-0.0032,-0.0017,-81.2,41.14,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.789Z,0.0444,-0.6585,-0.7527,-0.0057,0.0147,0.0134,0.0113,0.0028,-0.0024,-81.2,41.15,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.799Z,0.0452,-0.662,-0.7558,0.0016,0.0514,0.0337,0.0067,-0.0033,-0.0038,-81.19,41.15,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.809Z,0.0441,-0.6642,-0.7553,-0.0012,0.0558,0.0533,0.0064,-0.0043,-0.0046,-81.18,41.15,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.819Z,0.0448,-0.663,-0.7559,-0.0055,0.0378,0.0347,0.0056,-0.0041,-0.0046,-81.18,41.16,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.829Z,0.0442,-0.6601,-0.7545,-0.0012,0.0055,0.0252,0.0063,-0.001,-0.0023,-81.17,41.16,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.839Z,0.0446,-0.6589,-0.7516,-0.003,0.0153,0.0123,0.0074,-0.0025,-0.0038,-81.16,41.16,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.849Z,0.045,-0.6613,-0.7562,-0.0059,0.0372,0.0496,0.0064,-0.0006,-0.0053,-81.16,41.17,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.859Z,0.0457,-0.6644,-0.7572,-0.0196,0.0607,0.0596,0.0045,-0.0034,-0.0056,-81.15,41.17,3.37,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.868Z,0.046,-0.6622,-0.7552,-0.0141,0.0299,0.0198,0.003,-0.0022,-0.0035,-81.15,41.17,3.38,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.879Z,0.045,-0.6602,-0.7528,-0.0064,0.0096,0.0138,0.0045,-0.0025,-0.0023,-81.14,41.17,3.38,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.889Z,0.0446,-0.6588,-0.7521,-0.0009,0.0151,0.0102,0.0021,-0.0027,-0.0023,-81.14,41.17,3.38,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.899Z,0.0451,-0.6617,-0.754,-0.0069,0.0432,0.0252,0.0025,-0.0033,-0.004,-81.14,41.17,3.38,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.909Z,0.0443,-0.6642,-0.7544,0,0.0568,0.0387,0.0017,-0.0045,-0.0042,-81.14,41.17,3.38,225,5,6,4,Deadlift,1
2026-03-27T23:10:34.918Z,0.0444,-0.6632,-0.7545,-0.003,0.0362,0.0201,-0.0005,-0.0023,-0.0052,-81.14,41.17,3.38,225,5,6,4,Deadlift,1
