time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll,Weight,Reps,RPE,Set,Lift,Week
2026-04-04T23:55:49.980Z,-0.0527,-0.9126,0.4133,0.0221,0.0356,0.0108,0.0014,-0.0022,-0.0046,38.65,65.51,-173.01,225,6,7,3,Squat,2
2026-04-04T23:55:49.989Z,-0.0531,-0.9126,0.4107,0.0239,0.02,0.009,-0.0016,0.0016,-0.0034,38.65,65.51,-173.01,225,6,7,3,Squat,2
2026-04-04T23:55:49.999Z,-0.0533,-0.9132,0.4122,0.0283,0.0316,-0.0094,0.0004,-0.0015,-0.0041,38.65,65.51,-173.01,225,6,7,3,Squat,2
2026-04-04T23:55:50.009Z,-0.0537,-0.9118,0.4104,0.0333,0.0162,0.0063,0.0001,-0.0035,-0.0048,38.65,65.51,-173,225,6,7,3,Squat,2
2026-04-04T23:55:50.019Z,-0.053,-0.9128,0.4109,0.0244,0.0263,0.0062,0.0008,-0.0034,-0.0069,38.65,65.51,-173,225,6,7,3,Squat,2
2026-04-04T23:55:50.029Z,-0.0533,-0.9119,0.4105,0.0273,0.0202,0.0059,0.0016,-0.0025,-0.0034,38.65,65.51,-173,225,6,7,3,Squat,2
2026-04-04T23:55:50.039Z,-0.0537,-0.9119,0.4116,0.0306,0.0192,-0.0011,-0.0008,-0.004,-0.0067,38.65,65.52,-173,225,6,7,3,Squat,2
2026-04-04T23:55:50.049Z,-0.0526,-0.9138,0.41,0.0217,0.0352,0.0065,-0.0003,-0.0002,-0.0051,38.65,65.52,-173,225,6,7,3,Squat,2
2026-04-04T23:55:50.059Z,-0.0526,-0.9138,0.4108,0.0247,0.0337,0.0016,0.0007,-0.002,-0.0069,38.65,65.52,-173,225,6,7,3,Squat,2
2026-04-04T23:55:50.070Z,-0.0528,-0.9132,0.4108,0.0209,0.0274,0.0089,0.0014,-0.0052,-0.0067,38.65,65.52,-173,225,6,7,3,Squat,2
