time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll,Weight,Reps,RPE,Set,Lift,Week
2026-03-31T04:58:30.379Z,-0.0397,-0.7146,0.684,-0.0165,-0.0174,-0.0593,0.0025,-0.0012,-0.0041,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.387Z,-0.0443,-0.728,0.6976,-0.0114,0.0365,-0.1195,-0.0071,-0.0032,-0.0042,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.398Z,-0.043,-0.7331,0.6952,-0.032,0.0798,-0.0599,-0.0027,-0.0017,-0.0047,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.407Z,-0.0401,-0.7317,0.685,-0.0551,0.0354,0.0352,-0.0018,-0.0004,-0.0018,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.417Z,-0.0396,-0.7243,0.6803,-0.0582,-0.0318,0.0482,0.0024,-0.0025,-0.0023,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.427Z,-0.0392,-0.7194,0.6874,-0.059,-0.0692,-0.0355,0.0075,-0.0032,-0.0024,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.437Z,-0.0408,-0.7185,0.693,-0.0421,-0.0699,-0.0599,0.0076,-0.004,-0.0025,-19.93,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.448Z,-0.0438,-0.7225,0.6892,-0.0047,-0.011,-0.0243,0.0019,-0.0029,-0.0038,-19.93,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.457Z,-0.0477,-0.7289,0.6911,0.0239,0.0398,-0.0593,-0.0038,-0.0014,-0.0029,-19.93,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.467Z,-0.0477,-0.7318,0.6927,0.022,0.0543,-0.0448,-0.0007,-0.0025,-0.0046,-19.93,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.477Z,-0.0472,-0.7276,0.6846,0.0108,-0.0006,0.026,-0.0012,-0.0042,-0.0014,-19.93,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.487Z,-0.045,-0.7211,0.6861,-0.0053,-0.0665,-0.0107,0.0025,-0.0055,-0.0044,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.499Z,-0.0453,-0.7154,0.6887,0.0009,-0.1021,-0.0212,0.0103,-0.0028,-0.0032,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.507Z,-0.0469,-0.7167,0.6851,0.019,-0.0817,0.0217,0.0106,-0.0037,-0.002,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.517Z,-0.0497,-0.7233,0.6851,0.0524,-0.0055,0.0006,0.0053,-0.0041,-0.0056,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.527Z,-0.0538,-0.7303,0.6918,0.0898,0.0586,-0.0748,-0.002,0.0004,-0.0031,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.537Z,-0.0554,-0.7343,0.6974,0.097,0.0772,-0.1003,-0.002,-0.0033,-0.0045,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.548Z,-0.0549,-0.7292,0.6916,0.0912,0.022,-0.0363,-0.0051,-0.0058,-0.0044,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.557Z,-0.054,-0.7257,0.6899,0.0808,-0.015,-0.0321,0.0008,-0.0035,-0.0039,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.568Z,-0.0529,-0.718,0.6861,0.07,-0.0949,0.0181,0.007,-0.0012,-0.0023,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.577Z,-0.0523,-0.7159,0.6815,0.0723,-0.0859,0.0471,0.0131,-0.0003,-0.0038,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.587Z,-0.0545,-0.7208,0.6835,0.0922,-0.0517,0.0284,0.0093,-0.0029,-0.0043,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.599Z,-0.0561,-0.7213,0.6846,0.1112,-0.0335,0.0003,0,-0.0027,-0.0018,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.607Z,-0.0586,-0.7271,0.6958,0.1308,0.0473,-0.1126,-0.0031,-0.002,-0.0023,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.617Z,-0.0588,-0.7333,0.6965,0.1249,0.05,-0.0749,0.001,-0.0035,-0.0048,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.627Z,-0.056,-0.7257,0.683,0.0999,0.0072,0.0406,0.0021,-0.0008,-0.0056,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.637Z,-0.054,-0.7288,0.6854,0.0783,0.012,0.0008,-0.0064,-0.0012,-0.0051,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.649Z,-0.0517,-0.7248,0.6896,0.0522,-0.0284,-0.0163,-0.0012,0.0003,-0.0036,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.657Z,-0.0486,-0.7125,0.6799,0.0387,-0.1201,0.0249,-0.0004,-0.0015,-0.0066,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.668Z,-0.0513,-0.7286,0.7021,0.0614,0.0242,-0.1604,0.0126,-0.0014,-0.0072,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.677Z,-0.0528,-0.7152,0.6886,0.0819,-0.1437,0.0356,0.0177,-0.0013,-0.0061,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.687Z,-0.0546,-0.7171,0.6808,0.0903,-0.0244,0.016,0.0068,-0.0017,-0.0075,-19.94,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.699Z,-0.0543,-0.7374,0.6927,0.0849,0.1346,-0.0826,-0.0081,-0.0005,-0.0069,-19.93,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.707Z,-0.0523,-0.7349,0.6992,0.0568,0.0694,-0.1213,-0.0179,-0.0007,-0.0072,-19.93,46.54,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.717Z,-0.0486,-0.7334,0.6939,0.0251,0.0702,-0.0389,-0.0058,0.0024,-0.0028,-19.93,46.55,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.727Z,-0.0453,-0.723,0.6741,-0.0068,-0.0669,0.1526,0.012,-0.0005,-0.0043,-19.93,46.55,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.737Z,-0.0451,-0.7104,0.6706,0.0023,-0.1768,0.1216,0.0153,-0.0028,-0.0038,-19.93,46.55,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.749Z,-0.047,-0.7133,0.6886,0.0208,-0.0898,-0.0704,0.0164,-0.0023,-0.0022,-19.93,46.55,-176.21,225,6,6,1,Squat,1
2026-03-31T04:58:30.757Z,-0.0494,-0.7205,0.698,0.0415,-0.0464,-0.0985,0.013,0.0004,-0.0061,-19.93,46.55,-176.21,225,6,6,1,Squat,1
